variant,seed,scenario,reception,error_mode,run_id,strategy_hash,parameter_hash,clear_count,jammer_count,clear_ratio,total_time,move_time,move_distance,RF_detection_count,RF_detection_time,channel_switch_time,optical_time,clear_time,optical_failed_count,completion_proved,client_error,measured_program_wall_time_s,average_localization_clear_time_s_per_source,variant_hash,scene_hash
direct_area,12002,uniform,mixed,fixed_hash,20260912T085713719867Z-s12002-G-99100f75,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,2842.31733,2181.317331669076,10906.586658345379,98,490,91,48,32,0,True,,10.824920400002156,177.644833125,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,d2f0467af85ec9881ec1bd6ed68f956aa5938063ff9d0c20d74ec8d8f7fd1831
G,12003,uniform,mixed,fixed_hash,20260912T085719083897Z-s12003-G-c6a09fd6,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3102.464888,2305.4648877467926,11527.324438733962,122,610,117,42,28,0,True,,6.577733800004353,221.60463485714286,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct,12003,uniform,mixed,fixed_hash,20260912T085719912957Z-s12003-G-ec90a8ce,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3099.769626,2302.7696272061976,11513.848136030989,122,610,117,42,28,0,True,,7.164164600006188,221.41211614285712,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
mean_error,12003,uniform,mixed,fixed_hash,20260912T085720259064Z-s12003-G-da07a7c4,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3108.467854,2306.4678509200426,11532.339254600212,123,615,117,42,28,0,True,,6.868655400001444,222.03341814285713,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_optical,12003,uniform,mixed,fixed_hash,20260912T085720822277Z-s12003-G-b4a71d5e,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3150.703378,2363.703379685398,11818.51689842699,120,600,117,42,28,0,True,,6.87061790000007,225.0502412857143,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_mean,12003,uniform,mixed,fixed_hash,20260912T085720673389Z-s12003-G-72e28474,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3098.466882,2302.4668817542206,11512.334408771103,122,610,116,42,28,0,True,,7.656908200006001,221.319063,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_balanced,12003,uniform,mixed,fixed_hash,20260912T085720717265Z-s12003-G-99d362dd,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3108.005574,2312.0055743819516,11560.027871909759,122,610,116,42,28,0,True,,7.674681000004057,222.00039814285714,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_opt80,12003,uniform,mixed,fixed_hash,20260912T085724732326Z-s12003-G-959d664f,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,14,14,1.0,3066.65704,2284.6570402465904,11423.285201232953,118,590,116,48,28,2,True,,5.709920200009947,219.04693142857144,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
G,12004,uniform,mixed,fixed_hash,20260912T085725905786Z-s12004-G-72fb8ade,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3402.861398,2656.861397982256,13284.306989911282,115,575,108,39,24,1,True,,6.299050999994506,283.57178316666665,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
mean_error,12004,uniform,mixed,fixed_hash,20260912T085727354601Z-s12004-G-1c8160dc,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3375.441606,2619.441605242205,13097.208026211025,117,585,108,39,24,1,True,,6.612446999992244,281.28680049999997,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct,12004,uniform,mixed,fixed_hash,20260912T085727302313Z-s12004-G-3cd57276,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3391.60333,2654.603331248155,13273.016656240776,114,570,107,36,24,0,True,,6.684764499994344,282.6336108333333,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_mean,12004,uniform,mixed,fixed_hash,20260912T085727900122Z-s12004-G-e0208560,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3361.984733,2614.9847344559394,13074.923672279696,116,580,107,36,24,0,True,,7.3216473999927985,280.16539441666663,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_optical,12004,uniform,mixed,fixed_hash,20260912T085728626630Z-s12004-G-c07e7e2c,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3387.374705,2638.3747069124456,13191.873534562228,115,575,108,42,24,2,True,,6.851324900009786,282.2812254166667,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_balanced,12004,uniform,mixed,fixed_hash,20260912T085728550492Z-s12004-G-fc00ea16,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3361.558683,2619.5586845349108,13097.793422674553,115,575,107,36,24,0,True,,7.306240899997647,280.12989025,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_area,12003,uniform,mixed,fixed_hash,20260912T085721803391Z-s12003-G-2a85f375,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,14,14,1.0,3272.861483,2405.8614818653627,12029.307409326813,135,675,122,42,28,0,True,,15.23884319998615,233.77582021428572,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,3db2eaac6967ffd89f2bdb786217557dc23bdf14571343e44cb055808748156f
direct_opt80,12004,uniform,mixed,fixed_hash,20260912T085732436660Z-s12004-G-e74ff676,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,12,12,1.0,3411.09345,2686.0934514460373,13430.467257230186,111,555,107,39,24,1,True,,6.015220900007989,284.2577875,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
G,12005,uniform,mixed,fixed_hash,20260912T085734239395Z-s12005-G-1c012c50,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3469.343067,2718.343065943812,13591.715329719058,114,570,106,45,30,0,True,,6.876963499991689,231.28953779999998,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct,12005,uniform,mixed,fixed_hash,20260912T085734244136Z-s12005-G-d2d16dba,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3466.047098,2715.0470980252994,13575.235490126497,114,570,106,45,30,0,True,,7.786297400001786,231.06980653333332,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
mean_error,12005,uniform,mixed,fixed_hash,20260912T085735495804Z-s12005-G-97865e11,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3424.717669,2664.717669843562,13323.588349217809,116,580,105,45,30,0,True,,7.128483899999992,228.31451126666667,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_mean,12005,uniform,mixed,fixed_hash,20260912T085735732630Z-s12005-G-fac0ddbe,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3424.717669,2664.717669843562,13323.588349217809,116,580,105,45,30,0,True,,8.031156199998804,228.31451126666667,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_balanced,12005,uniform,mixed,fixed_hash,20260912T085736131326Z-s12005-G-8d655428,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3458.274792,2697.2747910130424,13486.373955065212,116,580,106,45,30,0,True,,8.08127730000706,230.5516528,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_optical,12005,uniform,mixed,fixed_hash,20260912T085737375684Z-s12005-G-128b7fb6,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3508.973159,2757.973158350516,13789.86579175258,114,570,106,45,30,0,True,,7.527075100006186,233.93154393333333,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_opt80,12005,uniform,mixed,fixed_hash,20260912T085741375918Z-s12005-G-84cf0895,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,15,15,1.0,3441.73362,2708.7336185467857,13543.668092733928,111,555,103,45,30,0,True,,6.498958199998015,229.448908,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
G,12006,uniform,mixed,fixed_hash,20260912T085742281230Z-s12006-G-b4fcef78,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3223.331179,2499.3311766168563,12496.65588308428,108,540,101,51,32,1,True,,7.178871099997195,201.4581986875,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct,12006,uniform,mixed,fixed_hash,20260912T085742857528Z-s12006-G-96a358a0,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3211.856047,2487.8560431191418,12439.280215595709,108,540,101,51,32,1,True,,7.981687600011355,200.7410029375,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
mean_error,12006,uniform,mixed,fixed_hash,20260912T085744026576Z-s12006-G-0c84cfd4,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3228.603275,2498.603275713749,12493.016378568745,109,545,99,54,32,2,True,,7.170786999995471,201.7877046875,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct_mean,12006,uniform,mixed,fixed_hash,20260912T085744439078Z-s12006-G-a1d58c2b,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3226.267429,2496.2674303740864,12481.337151870432,109,545,99,54,32,2,True,,8.562608000007458,201.6417143125,9f003b9613417beef1cde0108cb2216b6d0ba4c17c477b0d11de450e42cda031,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct_balanced,12006,uniform,mixed,fixed_hash,20260912T085745229942Z-s12006-G-adba6b79,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3248.503725,2503.503726478483,12517.518632392414,111,555,101,57,32,3,True,,8.516567300001043,203.0314828125,bbd4ba60ca232b752b9bbe04e37df95c81d0442c6765b7643ddcb37059cdb7f8,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct_area,12004,uniform,mixed,fixed_hash,20260912T085730690720Z-s12004-G-71b8d2b1,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3514.112308,2634.112311310757,13170.561556553785,142,710,110,36,24,0,True,,23.676868299997295,292.84269233333333,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,efa941600fee658a785a8ea94c6556aaef62c87a9f7a5c21493e5cc77f6b5078
direct_area,12005,uniform,mixed,fixed_hash,20260912T085738691103Z-s12005-G-40d22f84,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,15,15,1.0,3516.801267,2716.801269944413,13584.006349722065,124,620,105,45,30,0,True,,16.25942329999816,234.45341779999998,e640f04559a4fb3de77d7238c824a92c8b74f3922659675db53f16f5dcb59f4b,018109ff32eb430f84bd846b2c894d17ed5c63fa0aca3a38719bf8f9ad296955
direct_optical,12006,uniform,mixed,fixed_hash,20260912T085748076740Z-s12006-G-466c8a54,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,16,16,1.0,3224.398777,2489.398776422288,12446.99388211144,109,545,101,57,32,3,True,,7.950295400005416,201.5249235625,675dcab04d76def1d3d85131850517d77bc93571c9e9135b98926c2c93d64bb4,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
G,12007,uniform,mixed,fixed_hash,20260912T085751421026Z-s12007-G-67b6655e,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3046.343499,2316.343496699294,11581.71748349647,112,560,107,39,24,1,True,,5.140341300008004,253.86195825000001,b86e372656266059655318a0d78412a33495e50853782e3e3176ca6f4fc14972,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
direct_opt80,12006,uniform,mixed,fixed_hash,20260912T085751039172Z-s12006-G-97c826f8,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,46f860bff62566d2434e4546ac541f421ef4e86e3418fcd986db2b131f47c59c,16,16,1.0,3186.414964,2485.4149655271863,12427.074827635932,103,515,97,57,32,3,True,,6.330230299994582,199.15093525,42031339499960150646ef6b04f056525eaa3ab6fe95a86e838e52d2d539ff69,7e161111f29d5785f32990ad5f9bda9d2be301525d18d6d9db875d97f8c90b2b
direct,12007,uniform,mixed,fixed_hash,20260912T085753219308Z-s12007-G-ce37a543,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3040.46365,2310.4636481377856,11552.318240688928,112,560,107,39,24,1,True,,5.425512000001618,253.37197083333334,b0ba069e0ddf9e450462ee36424fb4e661d9630f94a1b741599a9e43b58e8fea,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
mean_error,12007,uniform,mixed,fixed_hash,20260912T085753978048Z-s12007-G-118cb6fc,0521d11defc65f2550d0dba237bca66090ad6770331906f0ea94802145a0cff9,66b91d427f3d3cf867c3c0655a9c6a665d491b885a854ee10cfda26d72a0095b,12,12,1.0,3081.55116,2339.551160322602,11697.75580161301,114,570,109,39,24,1,True,,5.554367500008084,256.79593,f8a907ee57c80b0a373d467f0ec0310128e2d0901f5869ce80429e7b19158d64,20ae145805c2c0d2c5bb741813fe470bf8ecdc3b449c27302c00d01c9f88c418
