variant,seed,run_id,total_s,s_per_source,tail_after_last_clear_s,final_source_count,accepted_RF_count,RF_no_signal_count,search_dedicated_stops,search_opportunistic_stops,search_channel_measurements,unknown_channel_action_s,RF_on_absent_channels,replaced_planned_stations,shared_tests,shared_positive,optical_exclusions,strip_fallbacks,feasible_region_checks,all_regions_keep_actual_source,wall_s
flex_search,7018,20260912T033842402552Z-s7018-F-50f32b6d,2777.684211,277.76842109999996,0.0,10,111,81,7,0,91,1446.4217606524105,70,0,10,10,0,0,30,True,9.14009249999799
flex_search,7019,20260912T033845926657Z-s7019-F-1e063892,2936.353004,183.52206275,0.0,16,148,101,2,10,113,710.1027797471718,47,0,26,21,0,0,52,True,11.492729400000826
flex_search,7020,20260912T033850998774Z-s7020-F-1641b572,3637.67502,303.139585,0.0,12,174,133,6,5,143,1735.2884418997967,88,0,13,11,0,0,43,True,18.27952450000157
flex_search,7021,20260912T033851980184Z-s7021-F-4845a13e,3609.337099,240.62247326666665,0.0,15,129,81,6,3,93,1005.6441794370943,45,0,19,16,0,0,51,True,17.41637649999757
flex_search,7022,20260912T033856216550Z-s7022-F-f1fb4b8a,3041.234675,304.1234675,357.1612890000001,10,118,89,7,0,99,1645.5758847168863,70,0,7,7,0,0,29,True,12.848898399999598
flex_negative,7011,20260912T033858333595Z-s7011-F-8a431b80,3316.879471,255.1445746923077,229.93620499999997,13,184,147,4,14,159,1399.1972523301602,126,0,19,18,0,0,38,True,15.801457499997923
flex_negative,7012,20260912T033909702410Z-s7012-F-2e12b7f7,2943.047848,183.9404905,0.0,16,150,104,4,10,119,1253.864879634358,55,0,23,21,0,0,48,True,18.886582599996473
flex_negative,7013,20260912T033910036412Z-s7013-F-109b9dcb,2982.907864,229.45445107692305,0.0,13,134,100,6,5,113,1547.7296407711617,77,0,17,17,0,0,34,True,13.9298179000034
flex_negative,7014,20260912T033910316635Z-s7014-F-24541856,3128.515644,223.46540314285716,0.0,14,134,92,6,3,105,1153.9700277018965,54,0,16,15,0,0,43,True,18.155414499997278
flex_negative,7015,20260912T033915096703Z-s7015-F-4533f561,2807.051236,280.7051236,165.7326119999998,10,117,86,7,0,95,1263.1672906199703,70,0,12,11,0,0,32,True,14.597193000001425
flex_negative,7016,20260912T033924269467Z-s7016-F-46d45879,3194.417171,212.96114473333333,0.0,15,106,64,7,0,77,1175.799748667797,35,0,19,17,0,0,44,True,19.89813029999641
flex_negative,7017,20260912T033929143158Z-s7017-F-28cb202a,3162.915732,243.30121015384614,103.85272299999997,13,146,102,6,4,115,1360.9418221251944,70,0,17,17,0,0,44,True,25.940703699998267
flex_negative,7018,20260912T033929236841Z-s7018-F-c1db37ae,2774.468367,277.4468367,0.0,10,111,81,7,0,91,1443.5251017902938,70,0,10,10,0,0,30,True,23.407734000000346
flex_negative,7019,20260912T033929967090Z-s7019-F-b53505c5,2851.534642,178.220915125,0.0,16,149,104,1,12,119,706.0,51,0,23,21,0,0,47,True,24.632155599996622
flex_negative,7020,20260912T033945140516Z-s7020-F-15b88e30,3618.995568,301.582964,0.0,12,169,132,6,5,143,1733.3193078138079,88,0,12,11,0,0,38,True,26.776423399998748
flex_negative,7021,20260912T033953472529Z-s7021-F-195f5025,3641.931859,242.79545726666666,0.0,15,135,89,6,4,103,1070.155022929972,50,0,18,17,0,0,47,True,23.76747759999853
flex_negative,7022,20260912T033955328202Z-s7022-F-dce07c78,3041.305772,304.1305772,357.1612890000001,10,118,89,7,0,99,1645.5758847168863,70,0,7,7,0,0,29,True,19.190862399998878
